UsageDuration,Userid,Text,Sentiment,Timestamp,User,App,Hashtags,time_spent,Likes,Country,Year,Month,Day,Hour,Age,gender
25,852,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,Neutral,12/26/2023 1:05,User847,YouTube,#Tag847 #Fun,5,100, Portugal        ,2021,9,1,64,2,male
4,3, Excited about the upcoming weekend getaway!        ,Neutral,1/15/2023 18:20,User3, Facebook ,#Tag3 #Fun,5,15, UK       ,2023,1,15,18,60,non-binary
8,362,Nostalgic memories flood in while revisiting childhood favorites. ,Positive,1/28/2017 21:15,User357, Facebook ,#Tag357 #Fun,5,40, Australia          ,2017,1,28,21,20,male
51,818,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,Neutral,12/26/2023 1:05,User813,YouTube,#Tag813 #Fun,5,62, India             ,2017,53,66,2,8,male
1,329," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Neutral,2/22/2020 15:20,User324, Facebook ,#Tag324 #Fun,5,44, USA ,2020,2,22,15,50,female
4,721,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,Negative,10/14/2023 17:30,User716, Facebook ,#Tag716 #Fun,5,35, USA,2017,10,14,17,27,female
9,247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",Neutral,6/15/2023 16:20,User242, Facebook ,#Tag242 #Fun,5,36, Australia    ,2023,6,15,16,36,female
9,310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",Neutral,12/17/2020 9:20,User305, Instagram ,#Tag305 #Fun,5,24, India ,2020,12,17,9,25,female
1,51, Feeling optimistic about the week ahead.           ,Positive,1/31/2023 16:20,User49, Twitter  ,#Tag49 #Fun,5,30, Canada   ,2023,1,31,16,37,female
4,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Neutral,4/27/2019 9:50,User269, Instagram ,#Tag269 #Fun,5,40, Canada ,2019,4,27,9,49,non-binary
1,396,Immersed in the enchanting melodies of a street musician's violin. ,Positive,4/5/2019 17:30,User391, Twitter  ,#Tag391 #Fun,5,35, France           ,2019,4,5,17,31,female
1,250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",Negative,12/1/2022 9:15,User245, Facebook ,#Tag245 #Fun,5,44, India         ,2022,12,1,9,24,female
8,374,Curiosity piqued by the mysteries of an ancient archaeological site.,Negative,11/8/2015 10:00,User369, Facebook ,#Tag369 #Fun,5,35, Australia          ,2015,11,8,10,43,female
2,423,Marveling at the kaleidoscope of colors in a vibrant street market. ,Neutral,8/22/2015 15:00,User418, Instagram ,#Tag418 #Fun,5,45, Brazil          ,2015,8,22,15,49,non-binary
2,323," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Neutral,2/28/2022 21:00,User318, Facebook ,#Tag318 #Fun,5,16, Canada ,2022,2,28,21,25,female
7,399,Soaring like a free spirit on the winds of a coastal cliff.        ,Positive,2/28/2021 13:00,User394, Twitter  ,#Tag394 #Fun,5,60, Australia         ,2021,2,28,13,32,non-binary
3,816,Building a time capsule to capture memories for the future. Time-traveling emotions! ,Neutral,12/26/2023 1:05,User811,YouTube,#Tag811 #Fun,5,2, Canada            ,2016,5,3,75,22,non-binary
48,100, Witnessed an act of kindness that made my day.          ,Neutral,2/28/2023 11:30,User97, Twitter  ,#Tag97 #Fun,6,40, USA       ,2023,2,28,11,41,female
54,832,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,Neutral,12/26/2023 1:05,User827,YouTube,#Tag827 #Fun,6,41, USA               ,2018,22,23,5,9,female
3,600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,Negative,6/4/2023 19:30,User595, Twitter ,#Tag595 #Fun,6,50, USA,2022,6,4,19,60,non-binary
1,533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",Neutral,1/22/2023 20:00,User528, Facebook ,#Tag528 #Fun,6,70, USA ,2023,1,22,20,24,female
2,535,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",Neutral,10/12/2018 20:00,User530, Twitter ,#Tag530 #Fun,6,80, USA ,2018,10,12,20,62,female
34,86, Amused by the antics of my pet—it's pure amusement!      ,Neutral,2/23/2023 14:20,User83, Instagram ,#Tag83 #Fun,6,35, UK           ,2023,2,23,14,35,female
5,136, Fulfillment in completing a challenging workout routine.,Positive,6/28/2019 18:20,User133, Twitter  ,#Tag133 #Fun,6,45, India     ,2019,6,28,18,20,female
5,389,Whispers of inspiration from the rustling leaves in a serene forest. ,Neutral,11/15/2016 11:45,User384, Facebook ,#Tag384 #Fun,6,55, Portugal        ,2016,11,15,11,53,male
1,281," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Negative,8/29/2020 20:45,User276, Facebook ,#Tag276 #Fun,6,28, UK ,2020,8,29,20,37,non-binary
4,57, Heartbroken after hearing the news about a natural disaster. ,Positive,2/12/2023 14:45,User54, Facebook ,#Tag54 #Fun,6,50, India      ,2023,2,12,14,25,non-binary
1,185," Boredom settles like dust, life feels mundane.     ",Positive,11/28/2016 19:00,User182, Instagram ,#Tag182 #Fun,6,15, Canada        ,2016,11,28,19,58,female
5,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",Negative,6/9/2023 14:00,User600, Facebook ,#Tag600 #Fun,6,40, USA,2016,6,9,14,26,male
5,290," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Neutral,6/10/2020 10:05,User285, Twitter ,#Tag285 #Fun,6,44, UK ,2020,6,10,10,37,female
5,385,A burst of creativity in the quiet solitude of an artist's studio.  ,Negative,9/1/2015 16:00,User380, Twitter  ,#Tag380 #Fun,6,30, Italy           ,2015,9,1,16,42,male
34,680,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,Neutral,9/3/2023 22:00,User675, Twitter ,#Tag675 #Fun,6,44, UK,2021,9,3,22,18,male
4,22, Productive day ticking off my to-do list.          ,Neutral,1/21/2023 16:45,User22, Instagram ,#Tag22 #Fun,6,60, USA ,2023,1,21,16,19,male
3,157, Hopeful about the potential for personal growth.      ,Positive,10/5/2013 16:40,User154, Twitter  ,#Tag154 #Fun,6,35, UK       ,2013,10,5,16,62,male
5,768,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,Positive,12/26/2023 1:05,User763,Snapchat,#Tag763 #Fun,6,30, India ,2016,5,19,7,74,male
13,723,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,Positive,10/16/2023 15:45,User718, Instagram ,#Tag718 #Fun,6,52, UK,2016,10,16,15,62,male
8,358,Feeling blessed for the supportive community in times of need.    ,Neutral,9/10/2021 9:45,User353, Instagram ,#Tag353 #Fun,6,35, UK                ,2021,9,10,9,35,male
2,568,"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression. ",Neutral,11/5/2017 21:15,User563, Instagram ,#Tag563 #Fun,6,45, Brazil ,2017,11,5,21,36,non-binary
4,166, Suffering from despair after another setback.      ,Negative,3/10/2021 8:30,User163, Twitter  ,#Tag163 #Fun,6,10, USA          ,2021,3,10,8,45,male
2,360,Anticipation for an upcoming adventure in an exotic destination.   ,Positive,7/25/2022 10:00,User355, Twitter  ,#Tag355 #Fun,6,80, India             ,2022,7,25,10,59,female
7,588,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,Positive,5/23/2023 16:45,User583, Twitter ,#Tag583 #Fun,6,40, USA,2023,5,23,16,40,male
4,589,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,Neutral,5/24/2023 13:15,User584, Instagram ,#Tag584 #Fun,6,50, Canada,2023,5,24,13,33,male
2,361,Reflecting on personal growth achieved through life experiences.  ,Neutral,3/8/2019 18:30,User356, Instagram ,#Tag356 #Fun,6,70, USA               ,2019,3,8,18,48,female
9,301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",Negative,9/15/2021 16:00,User296, Instagram ,#Tag296 #Fun,6,16, Canada ,2021,9,15,16,33,non-binary
2,365,Contentment in the midst of a family gathering filled with laughter. ,Positive,1/15/2023 19:00,User360, Facebook ,#Tag360 #Fun,6,50, Canada            ,2023,1,15,19,41,female
6,556,"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",Positive,7/10/2018 21:15,User551, Instagram ,#Tag551 #Fun,6,70, USA ,2018,7,10,21,29,male
8,591,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,Negative,5/26/2023 14:20,User586, Twitter ,#Tag586 #Fun,6,55, UK,2016,5,26,14,62,female
23,678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,Negative,9/1/2023 14:45,User673, Instagram ,#Tag673 #Fun,6,39, Canada,2022,9,1,14,32,male
2,297," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Neutral,7/1/2021 12:10,User292, Instagram ,#Tag292 #Fun,6,42, Canada ,2021,7,1,12,63,non-binary
4,369,Wonderment at the beauty of a double rainbow after the rain.     ,Neutral,6/12/2017 18:20,User364, Twitter  ,#Tag364 #Fun,6,70, USA               ,2017,6,12,18,40,male
1,296," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",Positive,10/30/2022 11:40,User291, Twitter ,#Tag291 #Fun,6,34, Australia ,2022,10,30,11,35,non-binary
3,787,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,Negative,12/26/2023 1:05,User782,Snapchat,#Tag782 #Fun,6,4, UK ,2021,7,20,30,46,male
4,394,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Neutral,8/18/2018 14:45,User389, Facebook ,#Tag389 #Fun,6,35, Czech Republic  ,2018,8,18,14,63,female
2,174, Intimidation by the unknown future ahead.          ,Negative,12/3/2021 18:30,User171, Facebook ,#Tag171 #Fun,6,30, India        ,2021,12,3,18,61,male
4,294," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Positive,11/18/2019 15:15,User289, Instagram ,#Tag289 #Fun,6,50, USA ,2019,11,18,15,42,male
1,144, Hopeful about the prospects of a new business venture.,Positive,12/8/2017 19:15,User141, Facebook ,#Tag141 #Fun,6,45, Canada    ,2017,12,8,19,32,female
31,839,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,Neutral,12/26/2023 1:05,User834,YouTube,#Tag834 #Fun,6,8, France           ,2023,1,2,74,62,male
13,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",Negative,8/30/2019 10:10,User303, Facebook ,#Tag303 #Fun,6,32, USA ,2019,8,30,10,38,male
4,134, Arousal of excitement for an upcoming adventure.       ,Negative,4/30/2017 11:30,User131, Instagram ,#Tag131 #Fun,6,40, Australia ,2017,4,30,11,64,male
2,132, Compassion towards those in need during the holidays.  ,Negative,12/22/2015 14:20,User129, Facebook ,#Tag129 #Fun,6,35, USA      ,2015,12,22,14,52,non-binary
5,217," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ",Negative,11/3/2019 13:45,User214, Twitter  ,#Tag214 #Fun,6,35, USA          ,2019,11,3,13,19,male
2,406,Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Neutral,5/5/2022 10:15,User401, Facebook ,#Tag401 #Fun,6,50, Netherlands     ,2022,5,5,10,42,non-binary
2,629,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",Negative,7/3/2023 12:45,User624, Twitter ,#Tag624 #Fun,6,55, Canada,2019,7,3,12,42,male
1,656,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,Negative,8/10/2023 14:20,User651, Instagram ,#Tag651 #Fun,6,55, UK,2021,8,10,14,42,female
2,735,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,Positive,12/26/2023 1:05,User730,Snapchat,#Tag730 #Fun,6,44, Australia ,2015,100,8,63,7,male
4,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",Negative,10/5/2023 7:30,User257, Facebook ,#Tag257 #Fun,6,24, USA ,2023,10,5,7,48,non-binary
5,322," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Neutral,8/18/2018 14:40,User317, Instagram ,#Tag317 #Fun,6,24, Australia ,2018,8,18,14,62,male
2,13," New year, new fitness goals! 💪                    ",Neutral,1/18/2023 18:00,User13, Instagram ,#Tag13 #Fun,6,55, USA        ,2023,1,18,18,57,female
5,46, Exploring local art galleries this weekend.        ,Neutral,1/30/2023 11:30,User44, Facebook ,#Tag44 #Fun,6,30, USA      ,2023,1,30,11,42,male
1,122, Enthusiastically diving into a new project.            ,Neutral,6/15/2018 16:00,User119, Instagram ,#Tag119 #Fun,6,30, USA  ,2018,6,15,16,40,male
51,67, Disappointed with the service at a local restaurant.    ,Negative,2/16/2023 9:00,User64, Twitter  ,#Tag64 #Fun,6,35, India      ,2023,2,16,9,59,female
43,709,Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,Positive,10/2/2023 16:45,User704, Instagram ,#Tag704 #Fun,6,42, USA,2020,10,2,16,30,male
2,215," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ",Neutral,1/5/2022 10:30,User212, Instagram ,#Tag212 #Fun,6,25, UK            ,2022,1,5,10,18,male
2,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Positive,7/18/2020 15:15,User449, Twitter ,#Tag449 #Fun,6,70, Japan ,2020,7,18,15,39,non-binary
1,639,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",Positive,7/13/2023 20:00,User634, Instagram ,#Tag634 #Fun,6,70, UK,2018,7,13,20,27,female
5,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Neutral,6/28/2016 14:20,User443, Twitter ,#Tag443 #Fun,6,45, UK ,2016,6,28,14,57,non-binary
2,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Negative,9/10/2017 19:15,User440, Twitter ,#Tag440 #Fun,6,40, Australia ,2017,9,10,19,51,non-binary
7,332," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Neutral,11/1/2020 12:30,User327, Facebook ,#Tag327 #Fun,6,28, India ,2020,11,1,12,50,female
4,331," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Neutral,10/28/2022 11:15,User326, Instagram ,#Tag326 #Fun,6,50, Australia ,2022,10,28,11,64,male
11,15, Reflecting on the past and looking ahead.          ,Positive,1/19/2023 13:20,User15, Facebook ,#Tag15 #Fun,6,40, USA      ,2023,1,19,13,20,male
9,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Positive,3/12/2017 23:30,User433, Twitter ,#Tag433 #Fun,6,35, UK         ,2017,3,12,23,43,male
1,647,"Survived a challenging physics exam. Equations, you won't defeat me! ",Positive,8/1/2023 13:30,User642, Instagram ,#Tag642 #Fun,6,40, USA,2018,8,1,13,37,female
9,249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",Negative,5/12/2020 19:30,User244, Instagram ,#Tag244 #Fun,6,50, USA          ,2020,5,12,19,49,male
2,652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,Neutral,8/6/2023 14:00,User647, Facebook ,#Tag647 #Fun,6,55, USA,2018,8,6,14,18,male
45,850,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,Positive,12/26/2023 1:05,User845,YouTube,#Tag845 #Fun,6,85, South Africa    ,2016,1,14,2,7,non-binary
56,708,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,Negative,10/1/2023 14:15,User703,Snapchat,#Tag703 #Fun,6,39, UK,2018,10,1,14,37,female
5,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Negative,12/12/2016 10:00,User448, Facebook ,#Tag448 #Fun,6,50, Italy ,2016,12,12,10,22,male
1,214," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ",Negative,7/10/2018 15:45,User211, Twitter  ,#Tag211 #Fun,6,20, Canada        ,2018,7,10,15,50,non-binary
3,630,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",Positive,7/4/2023 17:00,User625, Instagram ,#Tag625 #Fun,6,70, USA,2018,7,4,17,62,non-binary
1,338,Navigating through the challenges with determination.          ,Positive,10/12/2023 10:30,User333, Twitter  ,#Tag333 #Fun,6,30, Canada            ,2023,10,12,10,61,female
38,693,Received a not-so-great grade on a major project. Academic frustration setting in. ,Neutral,9/16/2023 17:30,User688, Facebook ,#Tag688 #Fun,6,38, UK,2022,9,16,17,45,non-binary
8,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",Negative,6/15/2020 16:45,User495, Instagram ,#Tag495 #Fun,6,50, USA ,2020,6,15,16,37,non-binary
8,38, Attending a live music concert tonight.            ,Positive,1/27/2023 20:00,User36, Instagram ,#Tag36 #Fun,6,35, USA ,2023,1,27,20,20,male
63,696,Experiencing cyberbullying. Hateful messages online are disheartening. ,Neutral,9/19/2023 15:15,User691, Facebook ,#Tag691 #Fun,6,27, UK,2023,9,19,15,53,non-binary
11,733,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",Neutral,6/22/2018 14:15,User728, Instagram ,#Tag728 #Fun,6,48, USA,2016,6,22,14,42,non-binary
7,208," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ",Negative,7/3/2021 19:00,User205, Twitter  ,#Tag205 #Fun,6,25, Australia    ,2021,7,3,19,19,non-binary
7,795,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",Neutral,12/26/2023 1:05,User790,YouTube,#Tag790 #Fun,6,9, India ,2016,7,4,4,1,non-binary
1,650,"Started a photography club at school. Capturing moments, one snapshot at a time! ",Neutral,8/4/2023 16:30,User645, Instagram ,#Tag645 #Fun,6,45, USA,2021,8,4,16,58,non-binary
1,270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Positive,1/5/2020 8:45,User265, Twitter ,#Tag265 #Fun,6,46, USA ,2020,1,5,8,18,male
51,98, Confusion reigns as I try to make sense of recent events.,Positive,2/27/2023 14:20,User95, Instagram ,#Tag95 #Fun,6,50, UK   ,2023,2,27,14,24,male
4,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",Positive,5/5/2019 12:15,User478, Facebook ,#Tag478 #Fun,6,50, Brazil ,2019,5,5,12,53,female
5,800,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,Neutral,12/26/2023 1:05,User795,YouTube,#Tag795 #Fun,6,83, USA               ,2016,2,6,3,9,female
1,210," Floating through the day with an air of indifference, detached from the mundane happenings around. ",Positive,3/22/2023 16:30,User207, Facebook ,#Tag207 #Fun,6,20, Canada        ,2023,3,22,16,45,female
30,699,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,Negative,9/22/2023 18:20,User694, Facebook ,#Tag694 #Fun,6,46, UK,2019,9,22,18,45,male
4,586,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,Negative,5/21/2023 21:00,User581, Instagram ,#Tag581 #Fun,7,35, Canada,2023,5,21,21,38,female
9,725,Attending a school talent show to support classmates. Applauding the diverse talents on display! ,Positive,10/18/2023 16:45,User720, Facebook ,#Tag720 #Fun,7,38, Canada,2015,10,18,16,50,non-binary
3,662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,Neutral,8/16/2023 14:00,User657, Instagram ,#Tag657 #Fun,7,60, USA,2017,8,16,14,49,non-binary
2,667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,Positive,8/21/2023 15:45,User662, Instagram ,#Tag662 #Fun,7,30, USA,2017,8,21,15,38,non-binary
8,726,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",Negative,10/19/2023 18:20,User721,Snapchat,#Tag721 #Fun,7,42, UK,2022,10,19,18,18,female
7,145, Empowerment through mentoring and guiding others.    ,Positive,6/3/2014 8:20,User142, Twitter  ,#Tag142 #Fun,7,30, UK       ,2014,6,3,8,32,male
4,36, Winter sports day at the local park.               ,Neutral,1/26/2023 14:20,User34, Twitter  ,#Tag34 #Fun,7,30, Canada   ,2023,1,26,14,64,non-binary
2,661,Attempting to break the school record for the longest handstand. Wish me luck! ,Negative,8/15/2023 19:30,User656, Facebook ,#Tag656 #Fun,7,55, Canada,2021,8,15,19,62,male
51,104, Excitement for a quiet evening with a good book.        ,Positive,3/1/2023 13:30,User101, Instagram ,#Tag101 #Fun,7,35, USA          ,2023,3,1,13,41,male
4,752,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",Positive,12/26/2023 1:05,User747,Snapchat,#Tag747 #Fun,7,97, USA ,2023,95,4,4,6,non-binary
9,314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Positive,9/19/2019 3:30,User309, Facebook ,#Tag309 #Fun,7,36, Australia ,2019,9,19,3,50,non-binary
4,354,Contemplating life's mysteries under the starry night sky.         ,Positive,7/2/2016 23:30,User349, Twitter  ,#Tag349 #Fun,7,55, UK                ,2016,7,2,23,49,male
5,741,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,Negative,12/26/2023 1:05,User736,Snapchat,#Tag736 #Fun,7,10, Canada ,2017,75,2,11,3,female
1,587,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,Neutral,5/22/2023 14:30,User582, Facebook ,#Tag582 #Fun,7,45, UK,2023,5,22,14,53,male
2,607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,Neutral,6/11/2023 15:30,User602, Instagram ,#Tag602 #Fun,7,70, USA,2022,6,11,15,61,male
5,762,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",Negative,12/26/2023 1:05,User757,Snapchat,#Tag757 #Fun,7,50, India ,2016,45,5,1,51,female
3,654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,Positive,8/8/2023 16:00,User649, Twitter ,#Tag649 #Fun,7,60, Canada,2020,8,8,16,30,non-binary
2,598,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,Neutral,6/2/2023 14:30,User593, Instagram ,#Tag593 #Fun,7,55, UK,2019,6,2,14,40,female
7,638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",Positive,7/12/2023 13:45,User633, Facebook ,#Tag633 #Fun,7,50, USA,2021,7,12,13,44,non-binary
2,761,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",Positive,12/26/2023 1:05,User756,Snapchat,#Tag756 #Fun,7,81, USA ,2019,2,8,3,31,non-binary
8,754,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",Positive,12/26/2023 1:05,User749,Snapchat,#Tag749 #Fun,7,1, Australia ,2016,82,5,7,37,male
5,742,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,Neutral,12/26/2023 1:05,User737,Snapchat,#Tag737 #Fun,7,6, India ,2020,2,8,63,63,male
43,103, Reflecting on the beauty of diversity in our world.     ,Neutral,3/1/2023 10:45,User100, Twitter  ,#Tag100 #Fun,7,45, Australia ,2023,3,1,10,25,female
2,319," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Positive,5/20/2022 14:50,User314, Instagram ,#Tag314 #Fun,7,50, Canada ,2022,5,20,14,47,non-binary
2,149, Enthusiasm for a new artistic project in the works.  ,Positive,9/17/2020 16:30,User146, Instagram ,#Tag146 #Fun,7,30, USA       ,2020,9,17,16,49,female
9,312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",Neutral,5/10/2018 14:00,User307, Twitter ,#Tag307 #Fun,7,28, UK ,2018,5,10,14,20,non-binary
1,335," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Neutral,1/7/2022 11:10,User330, Twitter ,#Tag330 #Fun,7,30, Canada ,2022,1,7,11,21,female
2,343,Excitement builds as the countdown to a long-awaited vacation begins. ,Neutral,1/10/2023 12:00,User338, Instagram ,#Tag338 #Fun,7,60, France            ,2023,1,10,12,23,female
7,623,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",Negative,6/27/2023 17:45,User618, Twitter ,#Tag618 #Fun,7,40, USA,2016,6,27,17,25,non-binary
3,608,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",Positive,6/12/2023 18:00,User603, Twitter ,#Tag603 #Fun,7,55, UK,2017,6,12,18,34,female
4,140, The euphoria of a surprise birthday celebration.     ,Positive,11/5/2018 21:45,User137, Instagram ,#Tag137 #Fun,7,30, UK   ,2018,11,5,21,31,non-binary
6,430,"Aching heart, the symphony of pain plays in the silence of solitude. ",Negative,3/20/2022 19:30,User425, Facebook ,#Tag425 #Fun,7,50, Brazil          ,2022,3,20,19,59,male
4,577,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ",Neutral,12/1/2022 17:45,User572, Facebook ,#Tag572 #Fun,7,60, Canada ,2022,12,1,17,31,male
5,578,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ",Negative,4/10/2017 21:15,User573, Twitter ,#Tag573 #Fun,7,45, UK ,2017,4,10,21,48,male
1,10, Just published a new blog post. Check it out!      ,Negative,1/17/2023 15:15,User10, Instagram ,#Tag10 #Fun,7,45,USA,2023,1,17,15,28,female
13,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",Positive,11/10/2019 14:00,User492, Facebook ,#Tag492 #Fun,7,45, Italy ,2019,11,10,14,45,non-binary
4,271," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Neutral,7/17/2022 6:15,User266, Instagram ,#Tag266 #Fun,7,28, UK ,2022,7,17,6,29,male
4,209," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ",Negative,10/8/2022 8:15,User206, Instagram ,#Tag206 #Fun,7,40, USA          ,2022,10,8,8,19,female
55,829,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,Neutral,12/26/2023 1:05,User824,YouTube,#Tag824 #Fun,7,99, India             ,2019,80,5,62,89,female
1,213," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ",Positive,3/1/2020 19:00,User210, Facebook ,#Tag210 #Fun,7,25, India         ,2020,3,1,19,49,male
